participant,word,onset,ep_type,has_ep,preceding_v,context,sonority_delta,gender,dominant_language,current_farsi_exposure,current_english_exposure,length_of_farsi_residence,farsi_speaking_proficiency,farsi_understanding_proficiency,farsi_reading_proficiency,age_of_english_acquisition,age_of_english_fluency,length_of_english_residence,english_speaking_proficiency,english_understanding_proficiency,english_reading_proficiency,PC1,PC2
13,bring,br,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,start,st,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,flickering,fl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,spark,sp,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,small,sm,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,scoop,sk,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,skin,sk,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snag,sn,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,thread,θr,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sweeps,sw,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,please,pl,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,floor,fl,none,FALSE,TRUE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,thrashing,θr,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,speed,sp,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smiles,sm,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,swoon,sw,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slouched,sl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,swim,sw,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,dreaming,dr,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,twin,tw,none,FALSE,FALSE,passage,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,bugle,bj,none,FALSE,FALSE,passage,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,clean,kl,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snips,sn,none,FALSE,TRUE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,ground,gr,none,FALSE,TRUE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slips,sl,none,FALSE,TRUE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,place,pl,none,FALSE,TRUE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,tweaking,tw,none,FALSE,FALSE,passage,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sweeping,sw,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sloth,sl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,spreading,sp,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sniffs,sn,none,FALSE,TRUE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,flock,fl,none,FALSE,TRUE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snatch,sn,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,small,sm,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slow,sl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,stop,st,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smacked,sm,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,skeptical,sk,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,fly,fl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,breeze,br,none,FALSE,TRUE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,queen,kw,none,FALSE,TRUE,passage,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,twitches,tw,none,FALSE,FALSE,passage,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,throttle,θr,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,brings,br,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,three,θr,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sleep,sl,none,FALSE,FALSE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,scarlett,sk,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,creek,kr,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,plethora,pl,none,FALSE,TRUE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snow,sn,none,FALSE,TRUE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smelling,sm,none,FALSE,FALSE,passage,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,brother,br,none,FALSE,FALSE,passage,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,freaks,fr,none,FALSE,TRUE,passage,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,start,st,none,FALSE,FALSE,passage,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,trot,tr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snaps,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,dwane,dw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,cute,kj,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,swats,sw,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,gloves,gl,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smith,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,starts,st,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,steps,st,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slugs,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,quacks,kw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,skip,sk,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,flying,fl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,drink,dr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,grabs,gr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smog,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,beautiful,bj,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,dwarf,dw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,quickly,kw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snoops,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,bring,br,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,start,st,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,flickering,fl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,spark,sp,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,small,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,scoop,sk,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,skin,sk,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snag,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,thread,θr,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sweeps,sw,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,please,pl,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,floor,fl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,thrashing,θr,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,speed,sp,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smiles,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,swoon,sw,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slouched,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,swim,sw,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,dreaming,dr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,twin,tw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,bugle,bj,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,clean,kl,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snips,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,ground,gr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slips,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,place,pl,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,tweaking,tw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sweeping,sw,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sloth,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,spreading,sp,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sniffs,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,flock,fl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snatch,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,small,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,slow,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,stop,st,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smacked,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,skeptical,sk,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,fly,fl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,breeze,br,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,queen,kw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,twitches,tw,none,FALSE,FALSE,context,4,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,throttle,θr,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,brings,br,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,three,θr,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,sleep,sl,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,scarlett,sk,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,creek,kr,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,plethora,pl,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,snow,sn,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,smelling,sm,none,FALSE,FALSE,context,1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,brother,br,none,FALSE,FALSE,context,3,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,freaks,fr,none,FALSE,FALSE,context,2,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
13,start,st,none,FALSE,FALSE,context,-1,Male,english,8,92,16,9,9,8,13,23,36,9,9,9,-58.72231236872562,-36.16488804108562
14,trot,tr,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,snaps,sn,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,dwane,dw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,cute,kj,none,FALSE,TRUE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,swats,sw,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,gloves,gl,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,smith,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,starts,st,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,steps,st,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,slugs,sl,none,FALSE,TRUE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,quacks,kw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,skip,sk,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,flying,fl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,drink,dr,none,FALSE,TRUE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,grabs,gr,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,smog,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,beautiful,bj,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,dwarf,dw,none,FALSE,TRUE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,quickly,kw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,snoops,sn,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,bring,br,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,start,st,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,flickering,fl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,spark,sp,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,small,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,scoop,sk,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,skin,sk,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,snag,sn,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,thread,θr,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,sweeps,sw,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,please,pl,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,floor,fl,none,FALSE,TRUE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,thrashing,θr,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,speed,sp,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,smiles,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,swoon,sw,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,slouched,sl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,swim,sw,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,dreaming,dr,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,twin,tw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,clean,kl,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,snips,sn,none,FALSE,TRUE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,ground,gr,none,FALSE,TRUE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,slips,sl,none,FALSE,TRUE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,place,pl,none,FALSE,TRUE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,tweaking,tw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,sweeping,sw,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,sloth,sl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,spreading,sp,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,sniffs,sn,none,FALSE,TRUE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,flock,fl,none,FALSE,TRUE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,snatch,sn,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,small,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,slow,sl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,stop,st,none,FALSE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,smacked,sm,none,FALSE,FALSE,passage,1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,skeptical,sk,prothesis,TRUE,FALSE,passage,-1,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,fly,fl,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,breeze,br,none,FALSE,TRUE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,queen,kw,none,FALSE,TRUE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,twitches,tw,none,FALSE,FALSE,passage,4,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,throttle,θr,none,FALSE,FALSE,passage,2,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
14,brings,br,none,FALSE,FALSE,passage,3,Male,english,30,70,18,10,10,10,14,20,52,8,10,10,-39.27212476229956,-13.472188692684771
